mr,utt
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",not far from _|near|_ is _|name|_ _|eatType|_ which offers a similar moderately priced menu.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a _|food|_ _|eatType|_ located along the _|area|_ near _|near|_. it is kid friendly with moderate prices and has a customer rating of 3 out of 5.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ serves moderately priced _|food|_ in a kids friendly _|eatType|_. it is rated 3 out of 5 and is found near _|near|_ in the _|area|_ area.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ _|eatType|_, near _|near|_, is a family friendly, average priced restaurant with a three star rating."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a _|food|_ _|eatType|_ that has a moderate price range and is kid friendly. it has a rating of 3 out of 5 and is located along the _|area|_ near _|near|_.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is located by _|near|_. it has fair prices and has burgers,drinks, and fries"
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is located by _|near|_. it has fair prices and had burgers,drinks, and fries"
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a kids friendly _|eatType|_ near _|near|_ in the _|area|_ area. it is moderately priced, rated 3 out of 5 and serves _|food|_."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]",on the _|area|_ near _|near|_ is _|name|_. a _|eatType|_ that serves _|food|_ within a moderate price range. it is kid friendly and has a customer rating of 3 out of 5.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","at the _|area|_, nearby _|near|_, there is a child friendly _|eatType|_ called _|name|_ which serves _|food|_, for which you can expect to pay more than £30."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|food|_ _|eatType|_ near _|near|_ in the _|area|_ area. it is children friendly with a price range more than £30 per head.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a children friendly _|eatType|_ that serves _|food|_ and has a price range of more than l30.  it is by the _|area|_ near _|near|_.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",for a _|food|_ _|eatType|_ with a price range more than £30 there is _|name|_ in the _|area|_ area near _|near|_. it is also children friendly.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ _|eatType|_ is child friendly and  offers _|food|_ priced on average at more than £30. it is located in the _|area|_ area, near _|near|_."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is a children friendly _|eatType|_ near _|near|_.  it is by the _|area|_, serves _|food|_ and has a price range of more than l30."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]","in the _|area|_, near to _|near|_, is the highly rated _|eatType|_ called _|name|_. it is not child friendly and is in the price bracket of £30 or more."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]","_|name|_ is a _|food|_ _|eatType|_ located at the centre of the city, near the _|near|_. _|name|_ offers a children-free atmosphere, and the prices range more than £30. rated high."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]","if you're looking for a children-free _|eatType|_, check out _|name|_. located near the _|near|_ at the _|area|_. _|name|_ offers _|food|_ ranging more than £30. rated high by customers."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]","_|name|_ is highly rated _|eatType|_ located in the _|area|_, near to _|near|_ .  it is priced in the more than  £30 range and is not children friendly."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]",_|name|_ _|food|_ is located near _|near|_ in city center with a high price range .
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a _|food|_ _|eatType|_ that is children friendly. the prices are more than £30 and it's near _|near|_ in the city center.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]","there is a  children friendly _|eatType|_ in the city center area, near _|near|_ named _|name|_. they have a high customer rating with _|food|_ ranging more the £30."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]",_|name|_ _|eatType|_ near _|near|_ in city center has a high price range more than  £30.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ _|eatType|_ in the _|area|_ area charges a bit above average but is highly rates.  it's near the _|near|_ and serves _|food|_ but isn't child friendly.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a high rated _|eatType|_ located on the _|area|_ near _|near|_ offering _|food|_. it has a mid-level price range and is not children friendly.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]","near _|near|_ in _|area|_ is a _|eatType|_ that serves _|food|_ called _|name|_. the price range is more than £30, they have a high customer rating and are not kid friendly."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]",for a less child friendly and more adult _|food|_ experience try _|name|_ _|eatType|_ near the _|near|_ in the _|area|_ area.  it charges a bit more than the average _|eatType|_ but is highly rated.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]","_|name|_, a _|eatType|_ that serves _|food|_ near _|near|_ in _|area|_ has a high customer rating, and is not kid friendly. their price range is more than £30."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]",_|name|_ is a high rated _|eatType|_ located on the _|area|_ near _|near|_ offering _|food|_. it has a mid-level price range and is not children friendly.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_, located in _|area|_, near the _|near|_, has a high customer satisfaction rating, and is ideal for _|food|_. it is a children-friendly location, and offers food in the more than £30 price range."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a family friendly, high rated, _|eatType|_ with _|food|_. it's on the _|area|_ by _|near|_ with a price range of about 30 euros."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ a family _|food|_ _|eatType|_ in the more than £30 range is located in _|area|_ next to _|near|_.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]","_|name|_ is a children-friendly _|food|_ restaurant with a high customer rating. it is located in _|area|_, near the _|near|_. the price range is more than £30."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ a family _|food|_ _|eatType|_ in the more than £30 range is located in _|area|_ near _|near|_.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ shop and _|near|_ is a _|food|_ restaurant are located north of the city center.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]","city centre has a great, five star _|eatType|_ called, _|name|_. it is family friendly and located next to _|near|_."
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_ is a five star _|eatType|_ that is family friendly and serves american food. it is located in city centre next to _|near|_.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",there's a _|eatType|_ that has _|food|_ with a high customer rating. its called _|name|_ and it's on the river side by _|near|_. it's family friendly but expect to pay around 30 euros.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|near|_ and _|name|_ shop are a _|food|_ restaurant located north of the city center.
"name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]",_|name|_  is a _|eatType|_ which sells _|food|_ of great quality at high prices. they are family friendly and can be found just east of _|near|_ on the river.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a kid friendly _|food|_ _|eatType|_ on the _|area|_ near _|near|_. prices range £20-25.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a kid-friendly _|eatType|_ located near _|near|_ in the _|area|_ area. they serve _|food|_ food in the £20-25 range.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","located near _|near|_ on the _|area|_, _|name|_ is a kid friendly _|food|_ _|eatType|_ with prices £20-25."
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",there is a family friendly _|food|_ _|eatType|_ in _|area|_ called _|name|_. they are located near _|near|_ and the price range is £20-25.
"name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ located near _|near|_. they are kids friendly and cost between £20-£25. they serve _|food|_ food.
